Symbol	human_si_Untr._24h_1	human_si_Untr._24h_2	human_si_Untr._24h_3	human_si_Untr._72h_1	human_si_Untr._72h_2	human_si_Untr._72h_3	human_si_X1000uM_24h_1	human_si_X1000uM_24h_2	human_si_X1000uM_24h_3	human_si_X1000uM_72h_1	human_si_X1000uM_72h_2	human_si_X1000uM_72h_3
SLC38A1	9.923474102	9.938760399	9.903325299	9.65543603	9.4328774	9.603323457	10.00048209	9.623418866	10.08895835	9.800837642	10.12070487	9.606123691
SLC38A10	8.825628979	8.705573169	9.119383489	8.164463464	8.666324004	8.597424758	8.742245277	9.298527296	8.624576011	7.733113397	8.220517565	8.165645332
SLC38A11	5.302263872	5.214393411	5.856723009	5.181710731	5.876489001	5.133006537	5.711792269	5.314086256	5.721124648	5.610758843	5.228988132	5.344776278
SLC38A2	9.27198326	9.229195996	8.804562521	9.543072151	9.203480275	9.184743271	9.38784622	9.003633132	9.710429408	10.50094508	10.62845931	10.1873395
SLC38A3	5.651985478	5.660500551	5.548073319	6.755653795	6.865057454	6.888500797	5.088297482	5.420323729	4.926788385	5.803046872	5.788666863	5.71983774
SLC38A5	7.43778379	7.652268464	7.466370088	7.911513564	7.825671908	7.871095491	7.213214483	7.599140874	7.253862082	5.662478027	5.788666863	5.989854415
SLC38A7	6.394648483	6.575299381	6.97095144	6.308971673	6.6474264	6.790648862	6.951074804	6.849684145	6.659545167	6.995016279	6.848182512	7.215654666
SLC38A9	6.424043323	6.122816005	6.17474575	6.131727006	5.938888067	5.835625945	6.285784824	6.502661251	6.310638943	6.072648082	5.920101692	6.103449645
SLC39A1	9.565357404	9.743331675	9.748053128	9.992842754	10.16854912	9.97086352	9.818377001	9.825264921	10.11434125	10.09259588	10.34235475	10.0437613
SLC39A10	8.492023833	8.217409342	8.003164905	8.647024158	8.086611497	8.094156744	8.371663539	8.049722072	8.66139605	8.55209248	8.702225385	8.757063685
SLC39A11	7.396291453	7.34847966	7.267753692	7.531089928	7.422026179	7.129824014	7.075725379	6.890656078	6.883742676	6.261842455	6.331297239	6.302133979
SLC39A13	7.497796368	7.950832113	8.061254037	8.066358109	8.44791074	8.678805705	7.634768846	7.85577019	7.553284998	7.621940666	7.732210969	7.669699336
SLC39A14	9.962428495	9.647986874	9.592384588	9.524823022	9.469686293	9.22496889	9.947208024	9.511846929	9.84423104	9.739936092	9.863296662	9.578154041
SLC39A3	6.73235773	6.857052157	7.199356358	6.84009344	6.948441477	6.662817675	6.932292625	7.233494501	6.81766121	6.072648082	5.637909129	6.472978382
SLC39A4	8.888386172	9.867280726	9.016080635	10.23522424	10.52917911	10.07846276	9.618428884	9.926803479	9.432958286	10.35087003	10.25703571	9.419858537
SLC39A5	6.697592587	7.192445086	6.716092942	7.238735023	7.505401877	7.477118209	7.0236984	7.264515635	6.76232982	6.570111451	6.660896323	6.347094662
SLC39A6	7.580174275	7.272662616	7.588166164	6.86709116	6.821335957	6.979697611	7.795796911	7.533276483	7.9147798	9.007288067	9.218556019	8.889223322
SLC39A7	9.200646818	8.992266524	8.948296303	9.477107681	9.127731655	8.994715084	9.051295908	9.296079065	9.002710782	9.207612024	9.20036777	9.17169031
SLC39A8	6.820826984	6.769657445	7.003710305	6.696211125	6.6474264	6.470156279	6.154032763	6.369280213	6.330584148	6.290659202	6.143653524	6.206914092
SLC39A9	10.63437494	10.49126157	10.3383722	10.86289186	10.56361173	10.49018507	10.43547929	10.29220757	10.60935462	10.46667265	10.46002831	10.18020419
SLC3A1	8.225851728	7.840932716	7.320133846	8.38823338	7.895543339	7.754971193	7.998666941	7.446334449	7.172907115	7.07531838	6.768198259	6.742221583
SLC3A2	9.518580086	8.913575199	9.067720729	9.713871944	9.896977859	9.636217448	9.300206327	9.4249047	9.285392986	11.91696441	12.44973712	11.36289171
SLC40A1	11.48215719	11.29938033	10.55390524	11.59423116	11.31034108	10.98827538	11.13040551	10.54176249	11.17546653	11.1419887	10.83448325	10.75723958
SLC41A1	8.757313863	8.806752599	9.133809638	9.039180396	9.200744766	9.22496889	9.374446791	9.648573859	9.66049997	10.08508347	10.35554918	10.15858386
SLC41A2	6.913802	6.814071872	6.774959458	6.696211125	6.523342558	6.211118545	6.728382967	6.502661251	6.596969184	6.450708188	5.999626877	6.492788153
SLC41A3	8.817910394	8.987618088	8.998446578	9.728117914	9.751420967	9.87997177	9.030074063	9.251283295	9.474844012	9.979636435	9.87937705	9.89303894
SLC43A1	5.528546732	5.660500551	5.726083342	5.409610578	5.810229909	5.639047796	5.195047774	5.468595689	5.399378359	6.037910368	6.177037032	6.019333455
SLC43A2	7.451344601	7.646318533	7.995237135	7.611176761	8.291623784	8.511142094	8.259058982	8.330157984	8.222430726	8.647258227	8.555124573	8.449426343
SLC44A1	9.807665163	9.763839823	9.372950297	9.853615798	9.280628579	9.532282082	9.072209004	8.729891218	9.383233157	9.656201348	9.566812612	9.522789858
SLC44A2	9.828263868	10.23251897	9.960023404	10.33047088	10.58890716	10.5575218	9.748719019	9.973479973	9.987051912	9.946851515	10.12263582	9.836054993
SLC44A3	9.940128974	10.1383043	9.646165127	10.50083513	10.40649655	10.33696519	9.759062794	9.627317575	10.0213567	10.65346227	10.77558354	10.59611772
SLC44A3-AS1	8.042947364	7.979383261	7.748363065	8.037861874	8.190031499	7.987001693	8.11266364	7.908416426	8.015401387	7.611384555	7.462434746	7.456271134
SLC44A4	11.2079999	11.46541555	10.81640721	11.75059806	11.75032464	11.76626742	11.26705974	11.42194242	11.38530194	11.59154482	11.41514169	11.48485358
SLC44A5	5.528546732	6.024213378	5.935613916	5.699665492	5.775457501	5.961993602	5.737577399	5.879061071	6.015737199	5.887105313	6.209507362	5.551896671
SLC45A1	5.344733606	5.467026739	5.428140408	5.028932371	5.440565212	5.523390033	5.508808646	5.468595689	5.349161644	5.662478027	6.177037032	5.794109822
SLC45A3	8.363355015	8.617950348	8.540205007	8.885385526	8.827700421	9.162318448	7.552813545	7.977753797	7.852074108	7.523949383	6.941869631	7.121068221
SLC45A4	8.31653696	8.58751067	8.43612542	8.397210407	8.54191177	8.710107304	7.898502263	8.151275072	7.992359284	7.97380422	7.669465349	8.205773927
SLC46A1	8.038504622	7.946017241	8.061254037	7.587627047	7.818491228	7.489355942	7.855394917	7.729623653	7.637868947	6.873933795	6.301971632	7.26061683
SLC46A3	6.349215759	6.044622956	6.17474575	5.801148308	5.702132784	5.789938354	6.04458519	5.557676529	5.754594838	5.556011685	5.313469428	5.68052992
SLC48A1	8.116425211	8.403946223	8.512813255	8.496589251	9.086825456	9.192141186	8.330470043	8.616519923	8.524166415	8.929593693	9.170779576	8.737706598
SLC49A4	6.424043323	6.824947472	6.664942805	6.84009344	7.101209177	6.770185029	6.418764892	6.125285324	6.514233307	7.369064073	7.511156849	7.271632255
SLC4A11	7.99329622	8.550108308	9.126614654	8.216181836	9.243900696	9.154765131	8.721192568	9.236035989	8.620841451	8.172420341	8.291243119	8.400951176
SLC4A1AP	7.817467244	7.820001287	7.808577261	8.032093445	7.881842145	8.07013565	7.795796911	7.842297023	7.908632643	8.121614522	8.220517565	8.171447621
SLC4A2	8.878527514	9.227226703	9.818888221	9.323669275	9.68842471	9.619864354	10.47050585	10.78962904	10.33720485	10.77396987	11.04353702	10.94823738
SLC4A3	6.574540969	6.867584594	7.247588141	6.853660444	7.609363042	7.452316347	6.285784824	7.12473295	6.831141644	6.318811781	6.519266767	6.569089156
SLC4A4	6.033716682	5.430201746	5.836058434	5.922678625	5.440565212	5.639047796	5.685318839	5.117702501	5.022832452	5.003929416	5.016807323	5.216106405
SLC4A5	6.073243142	6.024213378	6.127512106	6.057759836	5.440565212	5.691943783	6.513234226	6.149636349	6.479581796	6.290659202	6.387939001	6.965653427
SLC4A7	7.23257746	6.987927063	6.822092349	6.770105374	6.466258151	6.417081696	6.893923673	6.639748764	6.934358153	7.68366549	7.062983662	7.387350775
SLC4A8	5.92838292	5.98225454	5.954475086	5.734639364	5.876489001	5.639047796	5.879986941	6.242327543	6.015737199	5.367624874	5.834315347	5.757652763
SLC50A1	10.02844167	10.35377957	9.457055591	10.89716159	10.76197631	10.84916294	9.498515065	10.04951735	9.926490113	9.080996731	8.782769285	9.395401937
SLC51A	10.20712943	10.71267403	9.169254308	11.19111998	10.83866473	10.96582232	9.864609795	10.06396752	9.322580052	9.221397423	8.371734238	8.239293298
SLC52A1	5.344733606	4.968755034	5.160507843	4.931796644	5.489816701	5.133006537	5.441296273	5.638749939	5.446631898	5.758335747	5.581949321	5.141305852
SLC52A2	7.375072203	7.830505715	8.018888945	7.539307626	8.178904219	8.163879801	8.14078569	8.129325514	8.109366046	7.817974693	7.877861683	7.636306419
SLC52A3	7.848329615	8.492106972	8.256008545	8.231338504	8.29677556	8.314417239	8.385135018	8.467457408	8.172146789	7.761970802	7.626025635	7.446631518
SLC5A1	9.883437439	9.520387681	9.151641165	10.29024744	9.977420733	9.647017267	10.16990908	10.08111866	9.948943176	11.06963014	11.57593607	11.12803922
SLC5A2	5.384962629	5.568902415	5.325146696	5.586485709	5.810229909	5.639047796	5.195047774	4.937044741	5.103358806	5.116698907	4.495114043	5.141305852
SLC5A3	10.79531826	10.35468085	10.27965701	9.909368817	9.958131646	9.807229721	9.266141482	9.053796276	9.422293636	8.75559687	8.441736142	8.795011674
SLC5A6	7.396291453	7.658193339	7.959004058	7.531089928	7.744603474	7.617351954	7.706816334	7.835512031	7.759338688	7.863007701	7.711604598	7.918644121
SLC5A9	6.831482577	6.83573505	6.278183911	7.176322881	6.791370726	6.907240942	6.171317909	6.196881687	6.015737199	5.711565071	5.458442836	5.504670408
SLC66A1	7.240454577	7.370439605	7.281035757	7.410662959	7.97508124	7.754971193	7.61183703	7.85577019	7.689160253	7.653141553	7.742402348	7.925544665
SLC66A2	7.484681264	7.675819757	7.875010981	7.930266719	8.270828746	7.765021069	8.016143024	8.072923943	7.992359284	7.673564205	7.424744174	7.456271134
SLC66A3	6.561568446	6.562131629	6.190080309	6.267043447	6.630411725	6.211118545	6.082227939	5.909270693	6.38855845	6.072648082	5.581949321	6.019333455
SLC6A10P	6.26956907	6.160027668	5.628482171	6.84009344	6.865057454	7.42706574	6.500161614	7.006578329	6.644181042	7.41857872	6.808791374	7.494177663
SLC6A12	5.735074458	6.064673891	5.726083342	5.922678625	6.133338385	6.038842514	5.857555329	5.713448913	6.114587323	7.223016898	7.511156849	7.192611367
SLC6A14	6.317974397	6.465962051	6.263939004	6.44543385	6.595699066	5.835625945	7.041262615	6.623387186	6.983141318	7.121322555	7.762566926	7.045578335
SLC6A19	8.334725912	7.721772786	7.609217247	7.603370656	8.000633157	6.888500797	7.1899309	7.233494501	6.983141318	5.435239099	5.313469428	5.283326484
SLC6A20	10.1283585	10.38851857	9.366859472	9.934154804	9.781000703	9.842886228	10.34228094	10.3357257	10.17400477	8.825036223	8.416675575	8.875125515
SLC6A3	5.459815192	5.502317199	6.278183911	6.499661296	7.052169321	6.810802075	4.495114043	5.03532358	5.103358806	5.211053859	5.313469428	5.055885396
SLC6A4	6.438486588	5.98225454	5.628482171	6.057759836	5.739463005	5.879413567	6.06356083	6.149636349	5.989623881	5.435239099	5.016807323	5.283326484
SLC6A6	10.39829636	10.14352931	9.986068992	10.48938635	10.46117334	10.75876268	9.578096486	9.825264921	9.95930275	11.21777435	11.11896621	11.32264346
SLC6A8	13.14284271	13.23225922	12.23593569	14.09478776	14.14144357	14.21787646	13.1012647	13.49114835	12.76799734	13.77087639	13.16413058	13.37058542
SLC6A9	6.130104186	5.845866083	6.278183911	5.978683472	6.446644888	6.178623714	5.475720411	5.51426643	5.491348921	5.887105313	6.271926561	6.103449645
SLC7A1	9.676056509	9.815833766	9.961033909	9.449421803	9.49445734	9.738213654	9.713250104	9.752176607	9.55902734	9.529031818	10.05346473	9.136690418
SLC7A11	8.23363285	7.851283447	7.781104661	7.833915768	7.183013497	7.501487475	7.331165573	7.34399046	7.645311739	6.961515925	7.189381773	7.180943378
SLC7A11-AS1	5.883261557	5.600442208	5.428140408	5.502545825	5.489816701	5.133006537	5.242354157	5.51426643	5.87854555	5.003929416	4.495114043	5.141305852
SLC7A14-AS1	7.028551034	6.723701709	6.556195336	6.369296947	5.908136665	5.691943783	7.302607176	7.212419326	6.983141318	6.10636831	6.109294688	6.550435381
SLC7A2	6.903784202	7.053478627	7.254342756	6.755653795	6.664221873	6.770185029	6.637126719	6.538326469	6.514233307	5.435239099	5.522356808	5.863396605
SLC7A4	5.459815192	5.938657394	6.026877043	5.978683472	6.385901789	6.038842514	5.026411212	5.117702501	5.103358806	5.435239099	4.495114043	5.344776278
SLC7A5	8.73835179	9.273761327	9.995962519	8.856449668	9.501139768	9.385199238	9.14704554	9.256330032	8.883242017	9.604571545	10.61343573	8.964380931
SLC7A6	6.535224151	6.857052157	6.831321839	6.223616008	6.697179224	6.470156279	7.491194816	7.294855669	7.243998925	6.523680881	7.511156849	6.965653427
SLC7A6OS	7.530056048	7.175825416	7.240800315	7.446143431	7.001297079	7.176411343	7.67402116	7.821843639	7.819648112	8.377917145	8.263372072	8.272043201
SLC7A7	8.356251331	8.556410246	8.153090108	8.977833318	9.153427035	8.973395173	7.989847607	8.129325514	8.104007213	8.150867899	7.581200444	7.904741449
SLC7A8	7.346266475	7.891945846	7.566794545	7.833915768	7.91584991	8.109948468	7.1899309	7.113367285	7.030227535	7.940625632	7.534895922	7.26061683
SLC7A9	7.240454577	6.878034827	6.498176702	6.61790559	7.16013443	6.332997712	6.694901977	6.821654953	6.248774567	5.96506886	5.522356808	5.344776278
SLC8B1	7.709434742	7.916779665	8.080101426	7.634338196	8.068620154	8.020841012	7.406800772	7.90194164	7.592365042	7.466394038	7.332617361	7.619307844
SLC9A1	9.919880021	10.18972126	10.01165225	10.21134655	10.56891832	10.63546744	9.51081282	9.862119143	9.680321998	9.803129371	9.353045249	9.744182337
SLC9A2	7.646288869	7.88692643	7.313693656	6.893555222	7.08911342	6.94395569	7.744137226	7.233494501	7.8648393	6.658246535	6.867450709	6.512294238
SLC9A3	9.730424669	9.765196709	10.48112574	9.912490479	10.89889487	10.88379397	9.372763057	9.811626189	9.509513217	9.271947209	7.993006171	9.298481735
SLC9A3R1	10.21007478	10.58563391	10.06243732	10.63440503	10.8878978	10.61362381	10.51541434	10.36402479	10.6018195	10.68981717	10.76696945	10.42197951
SLC9A3R2	8.59508588	8.918469059	8.84241662	9.442956433	9.915431323	10.06845878	8.233196499	8.715282959	8.617097134	8.717141144	8.043155264	8.410778538
SLC9A4	5.735074458	5.391650354	5.428140408	5.502545825	5.489816701	5.921484333	5.685318839	5.638749939	5.650586365	5.556011685	5.920101692	5.639570305
SLC9A5	5.786858642	5.660500551	5.991260815	5.699665492	5.440565212	5.961993602	5.857555329	5.967289587	5.848903188	6.592713428	6.494068031	6.758340977
SLC9A6	7.759074689	7.585391589	7.370606701	7.077039755	6.836069441	6.94395569	7.564818565	7.222997192	7.584635634	7.557379678	7.690692533	7.436924841
SLC9A7	6.587384306	6.878034827	7.213309968	6.267043447	6.745114659	6.706821821	6.771741334	6.733836917	6.514233307	6.720646562	7.095694511	6.472978382
SLC9A8	8.064955214	8.335900272	8.529311102	7.786604243	8.184478717	8.21584416	8.457041627	8.572596325	8.25177152	7.889355542	8.325333889	8.056946377
SLC9B2	5.883261557	6.392510565	6.600795047	5.734639364	5.908136665	5.921484333	6.221714826	6.125285324	6.183573212	5.610758843	5.228988132	5.283326484
SLCO1B3	6.013427084	6.314465344	5.814980432	4.495114043	5.622910931	5.789938354	5.601251733	5.03532358	5.491348921	5.003929416	4.865006106	5.283326484
SLCO2A1	6.349215759	6.451610436	5.726083342	6.131727006	6.406478201	6.145214711	6.136490577	6.022427029	5.6132839	5.662478027	4.495114043	4.953933723
SLCO2B1	8.786614191	9.609218382	8.644816682	9.381170123	9.428209404	9.305609211	8.835787082	8.693087771	8.635721663	7.442691235	7.487008071	7.204181226
SLCO3A1	6.424043323	6.758317471	7.043576816	6.994495351	7.281510726	7.321217939	6.613280222	6.502661251	6.831141644	7.478096238	7.046329164	7.356735952
SLCO4A1	10.64891661	11.04461797	10.61743254	11.60969214	11.82184357	12.12821574	10.97445442	11.29237548	11.24180407	11.64869905	11.10243308	11.72238995
SLCO4A1-AS1	7.946601333	8.164633653	8.48488721	9.787139276	9.711652416	9.592189706	8.083974875	8.769313473	8.390059648	8.682625335	8.043155264	8.386082319
SLF2	8.70803844	8.514943058	8.559072194	8.020485879	8.062572118	8.141015958	8.531571595	8.281295097	8.639417705	9.077210124	9.250726378	9.250189593
SLFN13	6.743745153	6.803106694	7.206350838	6.551674106	6.879319287	6.570085339	5.508808646	5.879061071	5.818407538	6.318811781	6.726321289	6.255459514
SLFN5	7.159579612	6.958833393	7.097498395	7.053962184	6.879319287	6.888500797	7.497480224	7.274703112	7.454788384	7.799552236	8.153720002	7.883628342
SLFNL1	5.423245053	5.430201746	5.896888031	5.028932371	4.946973102	5.017348182	5.475720411	5.51426643	5.022832452	5.293568379	5.458442836	5.504670408
SLFNL1-AS1	5.592325168	5.568902415	5.726083342	5.304536674	5.775457501	5.639047796	5.328296633	5.879061071	5.295417877	5.116698907	5.313469428	5.141305852
SLIRP	6.409432103	6.231119676	6.556195336	6.308971673	5.968802415	6.178623714	6.564228765	6.44721712	6.612898005	6.499818747	6.768198259	6.452854198
SLIT3	4.879452482	5.430201746	5.548073319	5.699665492	5.775457501	5.879413567	5.026411212	5.369013222	5.650586365	4.855828126	5.132349363	4.953933723
SLK	8.530364549	8.455468971	7.967136147	8.504913392	8.217475583	8.163879801	8.312949267	8.055558122	8.266218725	8.11420631	8.018301931	7.918644121
SLMAP	8.924764915	9.077845017	8.701682691	8.676778013	8.658357541	8.843081968	8.909724138	8.636048669	9.217909337	8.467653168	8.447933281	8.636797372
SLPI	8.18227971	8.650703802	8.239362998	8.938500842	8.638245538	8.208535634	9.084612376	8.596721399	8.803190589	9.336697745	9.563971867	8.809914309
SLTM	7.396291453	6.929099309	7.247588141	6.84009344	6.485572291	6.640247607	7.386577653	7.409983009	7.203825522	7.180351756	7.359568122	7.346379265
SLU7	7.117283747	6.711958149	6.812798483	6.517234972	6.277561142	6.361662285	6.932292625	6.733836917	6.733772618	6.658246535	7.079437096	6.675696034
SLX1A	8.848538824	9.32437458	8.948296303	9.133267245	9.769979346	9.27110211	8.808608498	9.15186965	9.278312142	7.97380422	8.115210994	8.903184087
SLX1A-SULT1A3	8.31287121	8.354123544	8.083841125	7.847147667	8.342323923	8.141015958	9.150981906	9.621465548	9.050623838	9.472540895	9.597696485	9.915560029
SLX1B	7.353524097	7.39919015	7.112521307	5.457362244	5.810229909	5.835625945	8.164456128	8.14581931	7.292625435	6.978369763	6.923647411	7.304161731
SLX1B-SULT1A4	8.124825463	8.011983148	7.635095102	7.716143277	8.044272144	7.995537396	8.783446038	9.16534966	8.732315623	9.050420883	9.240082655	9.538507586
SLX4	8.034047952	8.245038209	8.487704459	7.930266719	8.178904219	8.557805352	7.17418666	7.722273876	7.292625435	7.011460802	6.387939001	7.121068221
SLX4IP	7.192502113	6.888404216	6.894202815	6.726267688	6.322047028	6.470156279	7.37977077	7.113367285	7.321001656	6.570111451	7.219242564	6.951861728
SMAD1	7.055782447	6.688151491	6.849591469	7.018595369	6.821335957	7.513514688	6.782362495	6.639748764	7.151901489	8.014215962	7.626025635	7.503495809
SMAD2	9.962428495	9.974386714	9.647421457	10.17672	10.08802942	10.0903766	10.00591989	9.9393991	10.11566489	10.43600115	10.64467212	10.28102871
SMAD3	11.00877878	10.97658787	10.5207178	10.80109822	10.9623664	11.19544993	10.79330005	10.82228685	10.75488596	10.48105195	10.5256991	10.34877809
SMAD4	9.318256063	9.342677523	8.990539225	9.231615926	9.308842588	9.365710534	8.99326185	8.960965728	9.280676297	9.686313667	9.777638038	9.606123691
SMAD5	8.671367506	8.260589192	8.163722803	8.32376415	8.056498255	8.053893249	8.808608498	8.301041326	8.711405514	8.697519651	8.712544164	8.850116337
SMAD6	7.634497089	7.727412991	7.930169023	7.298445609	7.478159283	7.525439414	9.18016617	9.024500995	9.515545592	8.750845897	8.358630017	9.357919825
SMAD7	7.099992698	7.256987831	6.840487903	6.649793817	6.988275439	7.221470914	7.092635555	6.890656078	7.283035983	6.700174588	6.959848942	6.692645922
SMAD9	5.528546732	5.536231545	5.205570921	5.502545825	5.440565212	5.390172783	5.601251733	5.314086256	5.754594838	4.855828126	4.495114043	4.820229161
SMAGP	8.78924843	9.650926288	9.368384597	9.629105481	9.6081771	9.484904559	9.744820876	9.663838301	9.736482094	9.458064934	9.543928186	9.380526012
SMAP1	9.251142111	9.322531418	8.889967952	9.592583392	9.3974928	9.502854302	8.902733018	8.881472046	9.165134407	9.663788647	9.479053658	9.451043352
SMAP2	8.929546539	9.095230193	8.99449834	9.518688221	9.723127318	9.816824729	8.540620846	8.700524395	8.524166415	9.08477339	9.218556019	8.563883178
SMARCA1	6.409432103	6.711958149	6.726088205	6.812538475	6.961850311	7.031601466	5.286607293	5.189870183	5.295417877	5.435239099	5.313469428	5.141305852
SMARCA2	9.168668128	8.901267103	9.149867929	8.779738967	8.791758012	9.09286638	8.354643656	8.608633306	8.467034663	8.856326425	8.732961666	8.813615917
SMARCA4	10.63729503	10.78398533	10.99813469	10.39771309	10.71775334	10.90755025	11.19417331	11.51897287	11.05304086	10.50798378	10.4229059	10.74278555
SMARCA5	8.170161619	8.109827908	8.138788604	7.383446698	7.505401877	7.307401168	7.640443822	7.684938971	7.902458713	7.836160241	7.424744174	7.904741449
SMARCA5-AS1	7.497796368	8.034819148	8.076351871	6.601663083	7.48729926	7.842945968	7.166246378	6.890656078	7.793161174	7.406364195	7.095694511	7.387350775
SMARCAD1	7.604577485	7.560260759	7.92182162	7.480743961	7.101209177	7.04847111	7.288104131	7.055076238	7.234064777	6.873933795	7.174204779	6.965653427
SMARCAL1	7.444580672	7.782608756	7.826600135	8.285574821	8.286453352	8.367832927	7.295374645	7.324544999	7.504903437	7.780886488	7.614952731	7.26061683
SMARCB1	9.401415693	9.879860503	9.988053138	10.23771483	10.54326666	10.4289612	10.07273428	10.28975094	10.01427689	10.72043847	10.61068728	10.53479328
SMARCC1	9.930635485	9.751569998	10.1340667	9.537014768	9.587396625	9.668376979	9.246044723	9.444929515	9.40289588	9.165444968	9.136748666	9.145520568
SMARCC2	9.574533261	9.587902599	9.80319486	9.258873985	9.692322096	9.947035084	9.38784622	9.650490784	9.470709852	9.190192394	9.050005301	9.026269091
SMARCD1	9.895687649	10.13411062	10.16245359	10.50290699	10.57103551	10.56323124	10.39046459	10.5754298	10.46522899	10.82445807	10.74457973	10.60039984
SMARCD2	9.657468039	9.85713723	10.16683898	10.05206742	10.32603841	10.12939293	9.836804385	10.13549106	9.772182052	10.06230841	10.13799093	10.11584212
SMARCD3	6.73235773	6.663904504	6.745854162	7.207882508	7.592562538	7.501487475	6.36141666	6.389224314	6.704583268	6.232324563	6.109294688	6.302133979
SMARCE1	9.348892628	9.457969018	9.58453506	9.572982677	9.251850267	9.469773587	9.404421984	9.170706485	9.389817286	9.900518728	9.952857585	9.690937827
SMC1A	10.04283193	10.01942218	10.38126826	9.506339648	9.549219035	9.466728217	9.622683976	9.736020527	9.523549647	9.936451372	10.05750806	9.804840052
SMC2	6.923745744	6.898694084	6.812798483	6.463768714	5.938888067	6.110829315	6.100598113	6.075003802	5.989623881	5.96506886	5.740902356	5.596769117
SMC3	7.471441927	6.857052157	7.351893739	7.099733467	6.56002936	6.521096917	7.166246378	6.821654953	6.674730632	7.223016898	6.747425719	7.204181226
SMC4	7.592428905	7.969929878	7.875010981	6.98228275	7.039628626	7.221470914	7.17418666	7.006578329	7.224058564	7.059632603	6.995105653	7.427150131
SMC5	8.218027927	7.572882451	7.738867124	7.463550865	6.921217222	6.94395569	7.629070872	7.591074963	7.637868947	7.430687104	7.752520646	7.644729253
SMC6	6.720871098	6.346276193	6.578687849	5.951036099	5.968802415	6.242755144	6.27008191	6.408854675	6.290364201	6.450708188	5.522356808	6.103449645
SMCHD1	8.283201456	7.965179474	7.799478936	7.587627047	7.353544886	7.236169048	7.869910304	7.714885591	7.883773879	7.579231654	7.669465349	7.734199591
SMCO4	7.159579612	6.65161027	6.840487903	7.133082965	7.001297079	6.706821821	6.36141666	6.48444768	6.330584148	6.909653713	6.747425719	6.742221583
SMCR5	5.708149627	5.770523945	5.653819397	5.11036386	5.810229909	5.742132367	6.025288648	6.30744648	5.721124648	5.845910744	5.920101692	5.863396605
SMCR8	8.962579565	8.961779365	8.94420763	8.589514316	8.646324229	8.889365309	9.64656157	9.648573859	9.537450575	9.531799016	9.445486289	9.527298171
SMDT1	7.580174275	7.508605503	7.593458598	7.973083362	7.744603474	7.265103836	8.120755342	7.722273876	7.786461152	7.663389922	7.701187356	7.271632255
SMG1	11.19418699	10.83007174	10.71167229	10.30457244	10.08950743	10.2333345	11.25249975	11.19336125	11.1640009	10.49528928	10.6365885	10.77723489
SMG1P1	8.377457334	7.610080318	7.351893739	6.711325281	6.343699982	6.61727949	8.160538263	7.801090118	7.696337399	7.41857872	6.768198259	6.866007549
SMG1P3	8.601100017	8.565811471	8.7041047	7.579688528	7.07690957	7.206614345	9.622683976	9.4493419	9.24721932	7.817974693	8.277375613	8.764733987
SMG1P5	7.956064012	7.658193339	7.539613696	7.03048681	6.697179224	7.097861892	8.573320694	8.747944809	8.125322571	7.394041587	7.462434746	7.897738641
SMG1P6	5.735074458	5.568902415	5.205570921	5.734639364	5.388201981	5.314304774	6.30128822	6.125285324	6.407298172	6.10636831	5.960577639	6.368975731
SMG1P7	6.317974397	5.960670352	6.17474575	5.863644903	6.364980166	6.038842514	6.951074804	7.006578329	6.934358153	6.92716382	6.88644555	7.192611367
SMG5	10.03066493	9.786734872	10.03198918	9.763128459	10.10858491	10.03391634	10.65551655	10.8358193	10.48071819	10.54541023	10.64332799	10.8043995
SMG6	8.229747594	8.172881258	8.376545912	8.094294652	8.178904219	8.431912285	8.337418624	8.596721399	8.372376472	8.450150673	8.291243119	8.293466317
SMG7	10.25069014	10.12145585	10.05109451	10.27940952	10.31344641	10.39254338	10.5729521	10.59545815	10.59519381	10.80287281	10.80353012	10.62897628
SMG8	7.256075205	7.044305476	7.074649685	7.018595369	6.6474264	6.74940007	7.19773594	7.090348631	7.224058564	7.523949383	7.474775437	7.204181226
SMG9	8.657009773	8.925778727	8.966552692	9.154538463	9.348918233	9.38196939	8.729123583	9.313129852	8.959065857	8.741296496	8.835632202	8.86802437
SMIM1	5.423245053	6.003429511	5.814980432	6.499661296	6.680804214	6.790648862	4.495114043	5.314086256	5.103358806	5.003929416	4.865006106	5.055885396
SMIM10L1	7.028551034	7.062590403	7.345599641	7.154873236	7.171621592	7.065134259	7.236111053	7.07869221	7.385039312	6.909653713	6.941869631	6.92384812
SMIM10L2A	6.317974397	6.196103068	6.190080309	6.61790559	6.879319287	6.925723429	5.144017055	5.189870183	5.399378359	4.855828126	4.495114043	4.953933723
SMIM10L2B	5.786858642	6.392510565	6.249524949	6.178560095	6.504597278	6.361662285	5.367792306	5.189870183	5.574434916	5.003929416	4.495114043	5.141305852
SMIM11A	5.680471903	5.74413337	5.628482171	5.304536674	5.131580445	5.691943783	5.475720411	5.468595689	5.6132839	5.211053859	5.637909129	5.68052992
SMIM11B	5.680471903	5.74413337	5.628482171	5.304536674	5.131580445	5.691943783	5.475720411	5.468595689	5.6132839	5.211053859	5.637909129	5.68052992
SMIM12	7.082480094	7.333644365	7.44303892	6.944969134	6.680804214	6.888500797	7.359147868	7.12473295	7.064501416	6.740805065	6.747425719	6.531506778
SMIM13	6.873274479	6.688151491	6.784520789	6.680920875	6.806437722	6.770185029	6.903619038	6.408854675	7.151901489	7.442691235	7.499134582	7.083845049
